source_key,target_key,relation,owner_key,owner_split
lilbro8080,ladikhanom,follows,ladikhanom,train
gabrine1234,ladikhanom,follows,ladikhanom,train
ma44616513,ladikhanom,follows,ladikhanom,train
tyoyip448451,ladikhanom,follows,ladikhanom,train
friedmanslew,ladikhanom,follows,ladikhanom,train
harf638593,ladikhanom,follows,ladikhanom,train
yase_sefid1401,ladikhanom,follows,ladikhanom,train
moekark070,ladikhanom,follows,ladikhanom,train
iranianniaz,ladikhanom,follows,ladikhanom,train
washington_fin,ladikhanom,follows,ladikhanom,train
museumviews,ladikhanom,follows,ladikhanom,train
kamrano666,ladikhanom,follows,ladikhanom,train
petrochemichi,ladikhanom,follows,ladikhanom,train
kostask01,ladikhanom,follows,ladikhanom,train
lordofiran1,ladikhanom,follows,ladikhanom,train
searcher202424,ladikhanom,follows,ladikhanom,train
mmojarad,ladikhanom,follows,ladikhanom,train
shahramaazam,ladikhanom,follows,ladikhanom,train
taraniyazi,ladikhanom,follows,ladikhanom,train
thefor50320,ladikhanom,follows,ladikhanom,train
meeqwar69684,ladikhanom,follows,ladikhanom,train
vahidjamalli,ladikhanom,follows,ladikhanom,train
annebettenc,ladikhanom,follows,ladikhanom,train
yarawlf,ladikhanom,follows,ladikhanom,train
dyn04s,ladikhanom,follows,ladikhanom,train
gollili1423,ladikhanom,follows,ladikhanom,train
sb33300812,ladikhanom,follows,ladikhanom,train
rojhelattekina,ladikhanom,follows,ladikhanom,train
ardalanma22,ladikhanom,follows,ladikhanom,train
5kurds,ladikhanom,follows,ladikhanom,train
mehrdad132715,ladikhanom,follows,ladikhanom,train
waldonschmidt,ladikhanom,follows,ladikhanom,train
alexmhfree,ladikhanom,follows,ladikhanom,train
jbdiasbhz,ladikhanom,follows,ladikhanom,train
hanhanapiyah,ladikhanom,follows,ladikhanom,train
ls9372176170863,ladikhanom,follows,ladikhanom,train
candarellanadia,ladikhanom,follows,ladikhanom,train
helia_i,ladikhanom,follows,ladikhanom,train
larrymcc47,ladikhanom,follows,ladikhanom,train
ba35624113,ladikhanom,follows,ladikhanom,train
angelmejia4132,ladikhanom,follows,ladikhanom,train
luscamara2,ladikhanom,follows,ladikhanom,train
alypaly8692,ladikhanom,follows,ladikhanom,train
aerolithos,ladikhanom,follows,ladikhanom,train
bacheabadi,ladikhanom,follows,ladikhanom,train
alimoza65724150,ladikhanom,follows,ladikhanom,train
ep_ayn,ladikhanom,follows,ladikhanom,train
iranstreetvotes,ladikhanom,follows,ladikhanom,train
coleen17271905,ladikhanom,follows,ladikhanom,train
sheyda_bgdl,ladikhanom,follows,ladikhanom,train
communi17896901,ladikhanom,follows,ladikhanom,train
mahi72966567,ladikhanom,follows,ladikhanom,train
emilyscharder,ladikhanom,follows,ladikhanom,train
nedlu10,ladikhanom,follows,ladikhanom,train
micaelabv19,ladikhanom,follows,ladikhanom,train
lorans_j,ladikhanom,follows,ladikhanom,train
_vivafreedom,ladikhanom,follows,ladikhanom,train
mehmetz58545907,ladikhanom,follows,ladikhanom,train
yasindowlat1997,ladikhanom,follows,ladikhanom,train
setareyemorde,ladikhanom,follows,ladikhanom,train
johnbyrne32,ladikhanom,follows,ladikhanom,train
aqyam25051,ladikhanom,follows,ladikhanom,train
zahrafarrokhi83,ladikhanom,follows,ladikhanom,train
kavianisohrab,ladikhanom,follows,ladikhanom,train
ploufhix,ladikhanom,follows,ladikhanom,train
r_merdak,ladikhanom,follows,ladikhanom,train
pleindesoup,ladikhanom,follows,ladikhanom,train
peytoon_ba,ladikhanom,follows,ladikhanom,train
manick62,ladikhanom,follows,ladikhanom,train
samsuzzamakhan1,ladikhanom,follows,ladikhanom,train
safaidkhan1993,ladikhanom,follows,ladikhanom,train
samaallouzi,ladikhanom,follows,ladikhanom,train
rickyciambrone,ladikhanom,follows,ladikhanom,train
mary_maguire826,ladikhanom,follows,ladikhanom,train
buitelaar_peter,ladikhanom,follows,ladikhanom,train
sibylle44921388,ladikhanom,follows,ladikhanom,train
cemcemai,ladikhanom,follows,ladikhanom,train
sam_delfani,ladikhanom,follows,ladikhanom,train
trucnguyen67,ladikhanom,follows,ladikhanom,train
jowkarerfan,ladikhanom,follows,ladikhanom,train
malikankur7,ladikhanom,follows,ladikhanom,train
mousavismr,ladikhanom,follows,ladikhanom,train
renatofelix_,ladikhanom,follows,ladikhanom,train
_ljkd,ladikhanom,follows,ladikhanom,train
kayas70818,ladikhanom,follows,ladikhanom,train
cap_horn,ladikhanom,follows,ladikhanom,train
samrogash,ladikhanom,follows,ladikhanom,train
ahmedal75150039,ladikhanom,follows,ladikhanom,train
wantobevoice,ladikhanom,follows,ladikhanom,train
thisismeaban,ladikhanom,follows,ladikhanom,train
ybouwa8634810,ladikhanom,follows,ladikhanom,train
seif_arash,ladikhanom,follows,ladikhanom,train
lucvanpoecke,ladikhanom,follows,ladikhanom,train
amanullahr19901,ladikhanom,follows,ladikhanom,train
rahil17479233,ladikhanom,follows,ladikhanom,train
muradinasir1357,ladikhanom,follows,ladikhanom,train
mahde_saeed41,ladikhanom,follows,ladikhanom,train
zargol70n,ladikhanom,follows,ladikhanom,train
khan_3591,ladikhanom,follows,ladikhanom,train
drnobelism,ladikhanom,follows,ladikhanom,train
alnabhanmu91972,ladikhanom,follows,ladikhanom,train
mojito9292,ladikhanom,follows,ladikhanom,train
mikhak1983,ladikhanom,follows,ladikhanom,train
berggloria57220,ladikhanom,follows,ladikhanom,train
khaso_dansh,ladikhanom,follows,ladikhanom,train
saberifred,ladikhanom,follows,ladikhanom,train
alirezansaberi,ladikhanom,follows,ladikhanom,train
siamakslt,ladikhanom,follows,ladikhanom,train
esynth7,ladikhanom,follows,ladikhanom,train
asadullah125281,ladikhanom,follows,ladikhanom,train
jalalsaleh1689,ladikhanom,follows,ladikhanom,train
saeidbeygi,ladikhanom,follows,ladikhanom,train
samishariatii,ladikhanom,follows,ladikhanom,train
thetweetbeat365,ladikhanom,follows,ladikhanom,train
loolooplooloop,ladikhanom,follows,ladikhanom,train
ladikhanom,franctireurmag,follows,ladikhanom,train
ladikhanom,iris_farkhondeh,follows,ladikhanom,train
ladikhanom,mery_h_pv,follows,ladikhanom,train
ladikhanom,zarei_arad,follows,ladikhanom,train
ladikhanom,vmehrannia,follows,ladikhanom,train
ladikhanom,crisisconvgroup,follows,ladikhanom,train
ladikhanom,jpperrin21,follows,ladikhanom,train
ladikhanom,mark_d_wallace,follows,ladikhanom,train
ladikhanom,camille69007,follows,ladikhanom,train
ladikhanom,messagefromlen,follows,ladikhanom,train
ladikhanom,jinbabamiri,follows,ladikhanom,train
ladikhanom,oso_arash,follows,ladikhanom,train
ladikhanom,arash_joudaki,follows,ladikhanom,train
ladikhanom,hds67,follows,ladikhanom,train
ladikhanom,mattiafeltri,follows,ladikhanom,train
ladikhanom,danielbshapiro,follows,ladikhanom,train
ladikhanom,thisismeaban,follows,ladikhanom,train
ladikhanom,peyman223,follows,ladikhanom,train
ladikhanom,7aban_h,follows,ladikhanom,train
ladikhanom,vfftj_iran,follows,ladikhanom,train
ladikhanom,zhagoop,follows,ladikhanom,train
ladikhanom,maddow,follows,ladikhanom,train
ladikhanom,zarinazabrisky,follows,ladikhanom,train
ladikhanom,jakenabel,follows,ladikhanom,train
ladikhanom,mohammadaleph,follows,ladikhanom,train
ladikhanom,melsrobbins,follows,ladikhanom,train
ladikhanom,alainduhamel,follows,ladikhanom,train
ladikhanom,ranginkamaan,follows,ladikhanom,train
ladikhanom,joni_askola,follows,ladikhanom,train
ladikhanom,repdonbacon,follows,ladikhanom,train
ladikhanom,caolanreports,follows,ladikhanom,train
ladikhanom,faribasahraei,follows,ladikhanom,train
ladikhanom,rppress0,follows,ladikhanom,train
ladikhanom,kaveh_hdyt,follows,ladikhanom,train
ladikhanom,mylovanov,follows,ladikhanom,train
ladikhanom,politicsusa46,follows,ladikhanom,train
ladikhanom,halb0rz,follows,ladikhanom,train
ladikhanom,elahetvakolian,follows,ladikhanom,train
ladikhanom,rolliwrites,follows,ladikhanom,train
ladikhanom,hosseinronaghi,follows,ladikhanom,train
ladikhanom,robert_recov_,follows,ladikhanom,train
ladikhanom,diakoa,follows,ladikhanom,train
ladikhanom,nkhoshkish,follows,ladikhanom,train
ladikhanom,leilamansouri11,follows,ladikhanom,train
ladikhanom,hneumannmep,follows,ladikhanom,train
ladikhanom,olenarohoza,follows,ladikhanom,train
ladikhanom,ndawsari,follows,ladikhanom,train
ladikhanom,perspective_ir,follows,ladikhanom,train
ladikhanom,kayvanrassooli,follows,ladikhanom,train
ladikhanom,billgates,follows,ladikhanom,train
ladikhanom,senbooker,follows,ladikhanom,train
ladikhanom,shahinmodarres,follows,ladikhanom,train
ladikhanom,paris_critical,follows,ladikhanom,train
ladikhanom,therealbehnambt,follows,ladikhanom,train
ladikhanom,leopoldolopez,follows,ladikhanom,train
ladikhanom,sahranasim,follows,ladikhanom,train
ladikhanom,hudsoninstitute,follows,ladikhanom,train
ladikhanom,foaadhaghighi,follows,ladikhanom,train
ladikhanom,rshereme,follows,ladikhanom,train
ladikhanom,reuters,follows,ladikhanom,train
ladikhanom,madonna,follows,ladikhanom,train
ladikhanom,sehatikourosh,follows,ladikhanom,train
ladikhanom,electricfutures,follows,ladikhanom,train
ladikhanom,_jvd9,follows,ladikhanom,train
ladikhanom,glandsbergis,follows,ladikhanom,train
ladikhanom,pawlowskimario,follows,ladikhanom,train
ladikhanom,maria_avdv,follows,ladikhanom,train
ladikhanom,iaponomarenko,follows,ladikhanom,train
ladikhanom,amichaichikli,follows,ladikhanom,train
ladikhanom,senfettermanpa,follows,ladikhanom,train
ladikhanom,babaktaghvaee1,follows,ladikhanom,train
ladikhanom,saeidgolkar,follows,ladikhanom,train
ladikhanom,patriciajkaram,follows,ladikhanom,train
ladikhanom,aydahadi,follows,ladikhanom,train
ladikhanom,marziemohebi,follows,ladikhanom,train
ladikhanom,acosta,follows,ladikhanom,train
ladikhanom,chrismurphyct,follows,ladikhanom,train
ladikhanom,secrubio,follows,ladikhanom,train
ladikhanom,amjadt25,follows,ladikhanom,train
ladikhanom,lci,follows,ladikhanom,train
ladikhanom,nahayatt,follows,ladikhanom,train
ladikhanom,cspan,follows,ladikhanom,train
ladikhanom,roonakfaraji,follows,ladikhanom,train
ladikhanom,norman_roule,follows,ladikhanom,train
ladikhanom,ma_mooli,follows,ladikhanom,train
ladikhanom,rtperson3,follows,ladikhanom,train
ladikhanom,nedads,follows,ladikhanom,train
ladikhanom,hansrajmeena,follows,ladikhanom,train
ladikhanom,peterpomeranzev,follows,ladikhanom,train
ladikhanom,coe,follows,ladikhanom,train
ladikhanom,dramansouri,follows,ladikhanom,train
ladikhanom,mersedeh_eye,follows,ladikhanom,train
ladikhanom,shadimokhtari,follows,ladikhanom,train
ladikhanom,asci_rossi,follows,ladikhanom,train
ladikhanom,danycohnbendit,follows,ladikhanom,train
ladikhanom,joinpersuasion,follows,ladikhanom,train
ladikhanom,spread__social,follows,ladikhanom,train
ladikhanom,saghdashloo,follows,ladikhanom,train
ladikhanom,marleneschiappa,follows,ladikhanom,train
ladikhanom,osint613,follows,ladikhanom,train
ladikhanom,roozbehp,follows,ladikhanom,train
ladikhanom,jonathanchait,follows,ladikhanom,train
ladikhanom,freececile_,follows,ladikhanom,train
ladikhanom,shalmani_abby,follows,ladikhanom,train
ladikhanom,zaramirebrahimi,follows,ladikhanom,train
ladikhanom,seblecornu,follows,ladikhanom,train
ladikhanom,pheacienne,follows,ladikhanom,train
ladikhanom,idffarsi,follows,ladikhanom,train
ladikhanom,sianamazi,follows,ladikhanom,train
ladikhanom,jeremysfriedman,follows,ladikhanom,train
ladikhanom,mostafa19857636,follows,ladikhanom,train
ladikhanom,islamismefrance,follows,ladikhanom,train
ladikhanom,erazavi3,follows,ladikhanom,train
ladikhanom,khannrachel,follows,ladikhanom,train
ladikhanom,alfoneh,follows,ladikhanom,train
ladikhanom,margaretatwood,follows,ladikhanom,train
ladikhanom,officialnamir,follows,ladikhanom,train
ladikhanom,loabatk,follows,ladikhanom,train
ladikhanom,mike_bresson,follows,ladikhanom,train
ladikhanom,claudemalhuret,follows,ladikhanom,train
ladikhanom,kerrykennedyrfk,follows,ladikhanom,train
ladikhanom,jamesmartinsj,follows,ladikhanom,train
ladikhanom,nargesfnd,follows,ladikhanom,train
ladikhanom,samuelmoyn,follows,ladikhanom,train
ladikhanom,sirevanamato,follows,ladikhanom,train
ladikhanom,aa51_ansari,follows,ladikhanom,train
padeshahipishro,vahid__bahman,follows,vahid__bahman,train
omid__6,vahid__bahman,follows,vahid__bahman,train
401shahed,vahid__bahman,follows,vahid__bahman,train
abyssbitten,vahid__bahman,follows,vahid__bahman,train
son_of_ahura,vahid__bahman,follows,vahid__bahman,train
senatornem1986,vahid__bahman,follows,vahid__bahman,train
rezaaa610393,vahid__bahman,follows,vahid__bahman,train
iranplateau12,vahid__bahman,follows,vahid__bahman,train
aazarirad,vahid__bahman,follows,vahid__bahman,train
reyhan_2024_,vahid__bahman,follows,vahid__bahman,train
hamid450130,vahid__bahman,follows,vahid__bahman,train
lxjzsyhtms23333,vahid__bahman,follows,vahid__bahman,train
stupidjalal,vahid__bahman,follows,vahid__bahman,train
pooryasalesi,vahid__bahman,follows,vahid__bahman,train
mehran_b79,vahid__bahman,follows,vahid__bahman,train
aka_white_ace,vahid__bahman,follows,vahid__bahman,train
iamnepton,vahid__bahman,follows,vahid__bahman,train
lmwydlmwyd87428,vahid__bahman,follows,vahid__bahman,train
cirtceletrap,vahid__bahman,follows,vahid__bahman,train
judge1400,vahid__bahman,follows,vahid__bahman,train
zana1404,vahid__bahman,follows,vahid__bahman,train
omidchalak,vahid__bahman,follows,vahid__bahman,train
1122ashcan,vahid__bahman,follows,vahid__bahman,train
madariiran,vahid__bahman,follows,vahid__bahman,train
mnswrnyabdallh,vahid__bahman,follows,vahid__bahman,train
ashkannikeghbal,vahid__bahman,follows,vahid__bahman,train
maghaeipirkouh,vahid__bahman,follows,vahid__bahman,train
hamedmoslhi,vahid__bahman,follows,vahid__bahman,train
tismougrq,vahid__bahman,follows,vahid__bahman,train
izeh_padshahi,vahid__bahman,follows,vahid__bahman,train
san19901214,vahid__bahman,follows,vahid__bahman,train
bhormoz35194,vahid__bahman,follows,vahid__bahman,train
rz11631509,vahid__bahman,follows,vahid__bahman,train
doganjan135286,vahid__bahman,follows,vahid__bahman,train
darywsh45124,vahid__bahman,follows,vahid__bahman,train
dehshir,vahid__bahman,follows,vahid__bahman,train
saeed1565687,vahid__bahman,follows,vahid__bahman,train
chezeydee,vahid__bahman,follows,vahid__bahman,train
zohreh13306,vahid__bahman,follows,vahid__bahman,train
darya00843918,vahid__bahman,follows,vahid__bahman,train
2itbean,vahid__bahman,follows,vahid__bahman,train
onemosen,vahid__bahman,follows,vahid__bahman,train
alirezamokhles7,vahid__bahman,follows,vahid__bahman,train
mostafahoo88099,vahid__bahman,follows,vahid__bahman,train
shanghastam,vahid__bahman,follows,vahid__bahman,train
mainpage_1,vahid__bahman,follows,vahid__bahman,train
amirrroo99,vahid__bahman,follows,vahid__bahman,train
mackeral12a,vahid__bahman,follows,vahid__bahman,train
pahlavist2582,vahid__bahman,follows,vahid__bahman,train
javidpaeizan,vahid__bahman,follows,vahid__bahman,train
jjaustin316,vahid__bahman,follows,vahid__bahman,train
mohammadma98477,vahid__bahman,follows,vahid__bahman,train
majed1314516853,vahid__bahman,follows,vahid__bahman,train
heart3816833017,vahid__bahman,follows,vahid__bahman,train
m1993reza,vahid__bahman,follows,vahid__bahman,train
shariapple,vahid__bahman,follows,vahid__bahman,train
mostafa93p,vahid__bahman,follows,vahid__bahman,train
soltaneghalb13,vahid__bahman,follows,vahid__bahman,train
t36104,vahid__bahman,follows,vahid__bahman,train
baaddaratash,vahid__bahman,follows,vahid__bahman,train
mf4llah,vahid__bahman,follows,vahid__bahman,train
raja862586,vahid__bahman,follows,vahid__bahman,train
agahi_kamr21475,vahid__bahman,follows,vahid__bahman,train
taha_1404,vahid__bahman,follows,vahid__bahman,train
gardjavidanshah,vahid__bahman,follows,vahid__bahman,train
hosseininami48,vahid__bahman,follows,vahid__bahman,train
nima295,vahid__bahman,follows,vahid__bahman,train
am_mani80546,vahid__bahman,follows,vahid__bahman,train
boy_boy2026,vahid__bahman,follows,vahid__bahman,train
irajkk57,vahid__bahman,follows,vahid__bahman,train
shamsiniva30690,vahid__bahman,follows,vahid__bahman,train
sanderland1989,vahid__bahman,follows,vahid__bahman,train
dream_iisland,vahid__bahman,follows,vahid__bahman,train
summer11229,vahid__bahman,follows,vahid__bahman,train
pejmmann,vahid__bahman,follows,vahid__bahman,train
wildrose4t,vahid__bahman,follows,vahid__bahman,train
saed1415647,vahid__bahman,follows,vahid__bahman,train
mfyly1218270940,vahid__bahman,follows,vahid__bahman,train
asemanrangii,vahid__bahman,follows,vahid__bahman,train
fryrda98938,vahid__bahman,follows,vahid__bahman,train
arzwym30346,vahid__bahman,follows,vahid__bahman,train
mehrdad_1390,vahid__bahman,follows,vahid__bahman,train
smobedi98034,vahid__bahman,follows,vahid__bahman,train
thefreeman2025,vahid__bahman,follows,vahid__bahman,train
chrisleebin6638,vahid__bahman,follows,vahid__bahman,train
pessimistaffc,vahid__bahman,follows,vahid__bahman,train
nushinl51342,vahid__bahman,follows,vahid__bahman,train
amirreza_o37955,vahid__bahman,follows,vahid__bahman,train
hesamshahsavar,vahid__bahman,follows,vahid__bahman,train
schoma66,vahid__bahman,follows,vahid__bahman,train
sedighm360,vahid__bahman,follows,vahid__bahman,train
behzadrgh,vahid__bahman,follows,vahid__bahman,train
baraye_azadi_,vahid__bahman,follows,vahid__bahman,train
frezazadeh__ir,vahid__bahman,follows,vahid__bahman,train
ahmedhaj338,vahid__bahman,follows,vahid__bahman,train
ywtab83322,vahid__bahman,follows,vahid__bahman,train
ebrahim3783930,vahid__bahman,follows,vahid__bahman,train
zionistyemeni,vahid__bahman,follows,vahid__bahman,train
mehr_ain,vahid__bahman,follows,vahid__bahman,train
navid53391841,vahid__bahman,follows,vahid__bahman,train
pishahan1gbg,vahid__bahman,follows,vahid__bahman,train
asefmesshenas,vahid__bahman,follows,vahid__bahman,train
farib856534,vahid__bahman,follows,vahid__bahman,train
ztosht35057,vahid__bahman,follows,vahid__bahman,train
amirmehdiam,vahid__bahman,follows,vahid__bahman,train
hichki1990,vahid__bahman,follows,vahid__bahman,train
amirsh112303,vahid__bahman,follows,vahid__bahman,train
mehran_ghodsi,vahid__bahman,follows,vahid__bahman,train
simindokht71,vahid__bahman,follows,vahid__bahman,train
moham7do,vahid__bahman,follows,vahid__bahman,train
ahorakp,vahid__bahman,follows,vahid__bahman,train
fouramj,vahid__bahman,follows,vahid__bahman,train
rken54189546,vahid__bahman,follows,vahid__bahman,train
hamidseidi1090,vahid__bahman,follows,vahid__bahman,train
earthfaith5,vahid__bahman,follows,vahid__bahman,train
rhaghgooy29071,vahid__bahman,follows,vahid__bahman,train
bhrwz81455,vahid__bahman,follows,vahid__bahman,train
ceramoja_art,vahid__bahman,follows,vahid__bahman,train
hadi_shirinm,vahid__bahman,follows,vahid__bahman,train
selnaz351,vahid__bahman,follows,vahid__bahman,train
kohan_sarzamin,vahid__bahman,follows,vahid__bahman,train
hamidrezamasoo1,vahid__bahman,follows,vahid__bahman,train
rmt1967292,vahid__bahman,follows,vahid__bahman,train
ghol_agh,vahid__bahman,follows,vahid__bahman,train
nasrspl,vahid__bahman,follows,vahid__bahman,train
